product_id,title,category,brand,price,rating,popularity_score,is_head_product
P00034,DailyPro Grocery Item 34,grocery,DailyPro,18.02,4.4,2140,True
P00864,Nova Sports Item 864,sports,Nova,90.95,3.4,2138,True
P00114,DailyPro Books Item 114,books,DailyPro,31.6,3.2,2133,True
P00852,CoreLine Fashion Item 852,fashion,CoreLine,28.53,3.1,2109,True
P00742,UrbanCo Toys Item 742,toys,UrbanCo,23.02,4.7,2108,True
P00387,CoreLine Toys Item 387,toys,CoreLine,18.13,4.9,2075,True
P00679,FreshNest Beauty Item 679,beauty,FreshNest,19.78,4.6,2072,True
P00404,CoreLine Beauty Item 404,beauty,CoreLine,48.15,4.2,2068,True
P00532,Apex Beauty Item 532,beauty,Apex,34.42,4.5,2067,True
P00363,FreshNest Toys Item 363,toys,FreshNest,22.27,4.5,2057,True
P00857,BrightLife Books Item 857,books,BrightLife,32.47,3.9,2047,True
P00173,Apex Toys Item 173,toys,Apex,21.63,3.2,2046,True
P00457,CoreLine Grocery Item 457,grocery,CoreLine,17.92,4.8,2037,True
P00386,BrightLife Toys Item 386,toys,BrightLife,53.72,3.8,2037,True
P00004,DailyPro Toys Item 4,toys,DailyPro,32.52,3.6,2034,True
P00127,Zenith Electronics Item 127,electronics,Zenith,168.8,3.3,2028,True
P00652,FreshNest Home Item 652,home,FreshNest,99.38,4.0,2021,True
P00844,BrightLife Beauty Item 844,beauty,BrightLife,18.4,3.2,2020,True
P00940,BrightLife Beauty Item 940,beauty,BrightLife,56.82,3.0,2020,True
P00786,DailyPro Home Item 786,home,DailyPro,65.04,5.0,2019,True
P00651,FreshNest Beauty Item 651,beauty,FreshNest,56.23,3.9,2012,True
P00493,Zenith Electronics Item 493,electronics,Zenith,195.26,3.3,2010,True
P00325,UrbanCo Fashion Item 325,fashion,UrbanCo,25.46,4.9,1996,True
P00246,BrightLife Electronics Item 246,electronics,BrightLife,189.74,3.2,1996,True
P00036,CoreLine Home Item 36,home,CoreLine,57.64,3.8,1993,True
P00447,BrightLife Toys Item 447,toys,BrightLife,47.82,3.8,1981,True
P00062,BrightLife Beauty Item 62,beauty,BrightLife,58.4,4.6,1971,True
P00890,Zenith Grocery Item 890,grocery,Zenith,24.42,4.2,1970,True
P00133,CoreLine Sports Item 133,sports,CoreLine,81.43,3.9,1967,True
P00167,UrbanCo Toys Item 167,toys,UrbanCo,48.22,4.7,1961,True
P00536,DailyPro Home Item 536,home,DailyPro,87.78,3.0,1956,True
P00400,FreshNest Fashion Item 400,fashion,FreshNest,36.6,3.5,1948,True
P00634,Zenith Home Item 634,home,Zenith,32.14,3.1,1922,True
P00499,FreshNest Home Item 499,home,FreshNest,79.52,4.4,1897,True
P00547,BrightLife Electronics Item 547,electronics,BrightLife,60.23,4.3,1890,True
P00454,Zenith Grocery Item 454,grocery,Zenith,23.71,3.1,1882,True
P00006,UrbanCo Books Item 6,books,UrbanCo,12.41,3.2,1880,True
P00564,FreshNest Sports Item 564,sports,FreshNest,116.41,3.2,1879,True
P00498,BrightLife Grocery Item 498,grocery,BrightLife,18.85,4.7,1878,True
P00528,Zenith Home Item 528,home,Zenith,84.5,4.5,1873,True
P00731,Nova Books Item 731,books,Nova,30.12,4.3,1852,True
P00338,Apex Books Item 338,books,Apex,20.22,4.2,1848,True
P00647,BrightLife Grocery Item 647,grocery,BrightLife,17.39,4.7,1836,True
P00433,BrightLife Home Item 433,home,BrightLife,34.19,3.9,1824,True
P00983,Apex Electronics Item 983,electronics,Apex,193.2,4.3,1820,True
P00826,DailyPro Beauty Item 826,beauty,DailyPro,27.93,4.7,1809,True
P00896,UrbanCo Home Item 896,home,UrbanCo,70.81,3.1,1802,True
P00527,BrightLife Fashion Item 527,fashion,BrightLife,45.36,4.3,1798,True
P00614,DailyPro Toys Item 614,toys,DailyPro,53.89,4.3,1796,True
P00195,Apex Toys Item 195,toys,Apex,49.53,4.3,1793,True
P00782,FreshNest Grocery Item 782,grocery,FreshNest,11.61,3.3,1791,True
P00180,Nova Electronics Item 180,electronics,Nova,202.06,4.5,1788,True
P00273,Apex Books Item 273,books,Apex,13.58,3.6,1770,True
P00775,UrbanCo Books Item 775,books,UrbanCo,28.3,4.0,1769,True
P00595,CoreLine Grocery Item 595,grocery,CoreLine,14.35,3.8,1764,True
P00917,BrightLife Home Item 917,home,BrightLife,91.85,3.3,1747,True
P00185,Zenith Books Item 185,books,Zenith,31.59,3.5,1741,True
P00292,CoreLine Home Item 292,home,CoreLine,36.16,4.2,1727,True
P00785,Nova Toys Item 785,toys,Nova,49.26,4.5,1722,True
P00162,CoreLine Grocery Item 162,grocery,CoreLine,15.03,4.3,1718,True
P00891,UrbanCo Fashion Item 891,fashion,UrbanCo,53.57,3.9,1711,True
P00417,Nova Electronics Item 417,electronics,Nova,190.89,3.1,1703,True
P00382,Zenith Grocery Item 382,grocery,Zenith,21.6,3.8,1695,True
P00339,FreshNest Books Item 339,books,FreshNest,28.43,3.6,1691,True
P00709,Apex Grocery Item 709,grocery,Apex,20.99,3.3,1688,True
P00946,Zenith Electronics Item 946,electronics,Zenith,197.07,4.8,1686,True
P00842,UrbanCo Toys Item 842,toys,UrbanCo,41.93,3.1,1681,True
P00326,DailyPro Toys Item 326,toys,DailyPro,52.54,4.8,1679,True
P00766,Nova Home Item 766,home,Nova,96.27,4.3,1674,True
P00488,FreshNest Home Item 488,home,FreshNest,97.49,3.2,1670,True
P00249,Apex Grocery Item 249,grocery,Apex,26.18,3.9,1665,True
P00589,Nova Toys Item 589,toys,Nova,22.1,3.6,1654,True
P00380,FreshNest Sports Item 380,sports,FreshNest,46.37,4.0,1653,True
P00221,UrbanCo Books Item 221,books,UrbanCo,29.83,4.1,1646,True
P00175,FreshNest Beauty Item 175,beauty,FreshNest,29.12,3.0,1632,True
P00804,Apex Electronics Item 804,electronics,Apex,120.7,4.3,1631,True
P00838,DailyPro Fashion Item 838,fashion,DailyPro,70.13,4.4,1630,True
P00336,Nova Electronics Item 336,electronics,Nova,66.07,4.4,1629,True
P00582,Apex Sports Item 582,sports,Apex,70.72,3.4,1621,True
P00686,UrbanCo Fashion Item 686,fashion,UrbanCo,46.84,4.2,1620,True
P00037,UrbanCo Electronics Item 37,electronics,UrbanCo,69.46,4.5,1612,True
P00152,UrbanCo Grocery Item 152,grocery,UrbanCo,8.06,4.3,1606,True
P00723,CoreLine Sports Item 723,sports,CoreLine,60.67,4.6,1603,True
P00203,Apex Beauty Item 203,beauty,Apex,62.43,4.1,1602,True
P00436,CoreLine Fashion Item 436,fashion,CoreLine,27.51,4.2,1599,True
