product_id,title,category,brand,price,rating,popularity_score,is_head_product
P00458,Nova Toys Item 458,toys,Nova,45.84,3.7,2258,TRUE
P00535,BrightLife Fashion Item 535,fashion,BrightLife,31.7,4.5,2246,TRUE
P00660,DailyPro Electronics Item 660,electronics,DailyPro,173.98,4.9,2225,TRUE
P00600,CoreLine Electronics Item 600,electronics,CoreLine,207.02,3.3,2205,TRUE
P00142,FreshNest Beauty Item 142,beauty,FreshNest,37.42,4.2,2202,TRUE
P00849,Zenith Beauty Item 849,beauty,Zenith,45.05,3.8,2186,TRUE
P00591,BrightLife Sports Item 591,sports,BrightLife,133.28,3.3,2165,TRUE
P00594,FreshNest Toys Item 594,toys,FreshNest,43.57,4.9,2158,TRUE
P00034,DailyPro Grocery Item 34,grocery,DailyPro,18.02,4.4,2140,TRUE
P00864,Nova Sports Item 864,sports,Nova,90.95,3.4,2138,TRUE
P00114,DailyPro Books Item 114,books,DailyPro,31.6,3.2,2133,TRUE
P00852,CoreLine Fashion Item 852,fashion,CoreLine,28.53,3.1,2109,TRUE
P00742,UrbanCo Toys Item 742,toys,UrbanCo,23.02,4.7,2108,TRUE
P00387,CoreLine Toys Item 387,toys,CoreLine,18.13,4.9,2075,TRUE
P00679,FreshNest Beauty Item 679,beauty,FreshNest,19.78,4.6,2072,TRUE
P00404,CoreLine Beauty Item 404,beauty,CoreLine,48.15,4.2,2068,TRUE
P00532,Apex Beauty Item 532,beauty,Apex,34.42,4.5,2067,TRUE
P00363,FreshNest Toys Item 363,toys,FreshNest,22.27,4.5,2057,TRUE
P00857,BrightLife Books Item 857,books,BrightLife,32.47,3.9,2047,TRUE
P00173,Apex Toys Item 173,toys,Apex,21.63,3.2,2046,TRUE
P00457,CoreLine Grocery Item 457,grocery,CoreLine,17.92,4.8,2037,TRUE
P00386,BrightLife Toys Item 386,toys,BrightLife,53.72,3.8,2037,TRUE
P00004,DailyPro Toys Item 4,toys,DailyPro,32.52,3.6,2034,TRUE
P00127,Zenith Electronics Item 127,electronics,Zenith,168.8,3.3,2028,TRUE
P00652,FreshNest Home Item 652,home,FreshNest,99.38,4,2021,TRUE
P00844,BrightLife Beauty Item 844,beauty,BrightLife,18.4,3.2,2020,TRUE
P00940,BrightLife Beauty Item 940,beauty,BrightLife,56.82,3,2020,TRUE
P00786,DailyPro Home Item 786,home,DailyPro,65.04,5,2019,TRUE
P00651,FreshNest Beauty Item 651,beauty,FreshNest,56.23,3.9,2012,TRUE
P00493,Zenith Electronics Item 493,electronics,Zenith,195.26,3.3,2010,TRUE
P00325,UrbanCo Fashion Item 325,fashion,UrbanCo,25.46,4.9,1996,TRUE
P00246,BrightLife Electronics Item 246,electronics,BrightLife,189.74,3.2,1996,TRUE
P00036,CoreLine Home Item 36,home,CoreLine,57.64,3.8,1993,TRUE
P00447,BrightLife Toys Item 447,toys,BrightLife,47.82,3.8,1981,TRUE
P00062,BrightLife Beauty Item 62,beauty,BrightLife,58.4,4.6,1971,TRUE
P00890,Zenith Grocery Item 890,grocery,Zenith,24.42,4.2,1970,TRUE
P00133,CoreLine Sports Item 133,sports,CoreLine,81.43,3.9,1967,TRUE
P00167,UrbanCo Toys Item 167,toys,UrbanCo,48.22,4.7,1961,TRUE
P00536,DailyPro Home Item 536,home,DailyPro,87.78,3,1956,TRUE
P00400,FreshNest Fashion Item 400,fashion,FreshNest,36.6,3.5,1948,TRUE
P00634,Zenith Home Item 634,home,Zenith,32.14,3.1,1922,TRUE
P00499,FreshNest Home Item 499,home,FreshNest,79.52,4.4,1897,TRUE
P00547,BrightLife Electronics Item 547,electronics,BrightLife,60.23,4.3,1890,TRUE
P00454,Zenith Grocery Item 454,grocery,Zenith,23.71,3.1,1882,TRUE
P00006,UrbanCo Books Item 6,books,UrbanCo,12.41,3.2,1880,TRUE
P00564,FreshNest Sports Item 564,sports,FreshNest,116.41,3.2,1879,TRUE
P00498,BrightLife Grocery Item 498,grocery,BrightLife,18.85,4.7,1878,TRUE
P00528,Zenith Home Item 528,home,Zenith,84.5,4.5,1873,TRUE
P00731,Nova Books Item 731,books,Nova,30.12,4.3,1852,TRUE
P00338,Apex Books Item 338,books,Apex,20.22,4.2,1848,TRUE
P00647,BrightLife Grocery Item 647,grocery,BrightLife,17.39,4.7,1836,TRUE
P00433,BrightLife Home Item 433,home,BrightLife,34.19,3.9,1824,TRUE
P00983,Apex Electronics Item 983,electronics,Apex,193.2,4.3,1820,TRUE
P00826,DailyPro Beauty Item 826,beauty,DailyPro,27.93,4.7,1809,TRUE
P00896,UrbanCo Home Item 896,home,UrbanCo,70.81,3.1,1802,TRUE
P00527,BrightLife Fashion Item 527,fashion,BrightLife,45.36,4.3,1798,TRUE
P00614,DailyPro Toys Item 614,toys,DailyPro,53.89,4.3,1796,TRUE
P00195,Apex Toys Item 195,toys,Apex,49.53,4.3,1793,TRUE
P00782,FreshNest Grocery Item 782,grocery,FreshNest,11.61,3.3,1791,TRUE
P00180,Nova Electronics Item 180,electronics,Nova,202.06,4.5,1788,TRUE
P00273,Apex Books Item 273,books,Apex,13.58,3.6,1770,TRUE
P00775,UrbanCo Books Item 775,books,UrbanCo,28.3,4,1769,TRUE
P00595,CoreLine Grocery Item 595,grocery,CoreLine,14.35,3.8,1764,TRUE
P00917,BrightLife Home Item 917,home,BrightLife,91.85,3.3,1747,TRUE
P00185,Zenith Books Item 185,books,Zenith,31.59,3.5,1741,TRUE
P00292,CoreLine Home Item 292,home,CoreLine,36.16,4.2,1727,TRUE
P00785,Nova Toys Item 785,toys,Nova,49.26,4.5,1722,TRUE
P00162,CoreLine Grocery Item 162,grocery,CoreLine,15.03,4.3,1718,TRUE
P00891,UrbanCo Fashion Item 891,fashion,UrbanCo,53.57,3.9,1711,TRUE
P00417,Nova Electronics Item 417,electronics,Nova,190.89,3.1,1703,TRUE
P00382,Zenith Grocery Item 382,grocery,Zenith,21.6,3.8,1695,TRUE
P00339,FreshNest Books Item 339,books,FreshNest,28.43,3.6,1691,TRUE
P00709,Apex Grocery Item 709,grocery,Apex,20.99,3.3,1688,TRUE
P00946,Zenith Electronics Item 946,electronics,Zenith,197.07,4.8,1686,TRUE
P00842,UrbanCo Toys Item 842,toys,UrbanCo,41.93,3.1,1681,TRUE
P00326,DailyPro Toys Item 326,toys,DailyPro,52.54,4.8,1679,TRUE
P00766,Nova Home Item 766,home,Nova,96.27,4.3,1674,TRUE
P00488,FreshNest Home Item 488,home,FreshNest,97.49,3.2,1670,TRUE
P00249,Apex Grocery Item 249,grocery,Apex,26.18,3.9,1665,TRUE
P00589,Nova Toys Item 589,toys,Nova,22.1,3.6,1654,TRUE
P00380,FreshNest Sports Item 380,sports,FreshNest,46.37,4,1653,TRUE
P00221,UrbanCo Books Item 221,books,UrbanCo,29.83,4.1,1646,TRUE
P00175,FreshNest Beauty Item 175,beauty,FreshNest,29.12,3,1632,TRUE
P00804,Apex Electronics Item 804,electronics,Apex,120.7,4.3,1631,TRUE
P00838,DailyPro Fashion Item 838,fashion,DailyPro,70.13,4.4,1630,TRUE
P00336,Nova Electronics Item 336,electronics,Nova,66.07,4.4,1629,TRUE
P00582,Apex Sports Item 582,sports,Apex,70.72,3.4,1621,TRUE
P00686,UrbanCo Fashion Item 686,fashion,UrbanCo,46.84,4.2,1620,TRUE
P00037,UrbanCo Electronics Item 37,electronics,UrbanCo,69.46,4.5,1612,TRUE
P00152,UrbanCo Grocery Item 152,grocery,UrbanCo,8.06,4.3,1606,TRUE
P00723,CoreLine Sports Item 723,sports,CoreLine,60.67,4.6,1603,TRUE
P00203,Apex Beauty Item 203,beauty,Apex,62.43,4.1,1602,TRUE
P00436,CoreLine Fashion Item 436,fashion,CoreLine,27.51,4.2,1599,TRUE
P00863,FreshNest Grocery Item 863,grocery,FreshNest,13.34,4.5,1599,FALSE
P00116,BrightLife Grocery Item 116,grocery,BrightLife,11.05,3.4,1598,FALSE
P00570,Apex Toys Item 570,toys,Apex,31.35,4.3,1595,FALSE
P00460,CoreLine Electronics Item 460,electronics,CoreLine,210.82,3.7,1590,FALSE
P00545,DailyPro Grocery Item 545,grocery,DailyPro,21.78,4.1,1589,FALSE
P00334,Apex Home Item 334,home,Apex,106.06,3.8,1584,FALSE
P00787,DailyPro Fashion Item 787,fashion,DailyPro,71.08,4.2,1582,FALSE
P00744,Nova Books Item 744,books,Nova,12.28,3.1,1580,FALSE
P00119,FreshNest Sports Item 119,sports,FreshNest,100.48,4,1574,FALSE
P00667,Apex Electronics Item 667,electronics,Apex,79.21,4.4,1570,FALSE
P00247,CoreLine Home Item 247,home,CoreLine,66.09,4.1,1569,FALSE
P00516,CoreLine Home Item 516,home,CoreLine,57.42,3.9,1565,FALSE
P00432,BrightLife Toys Item 432,toys,BrightLife,29.97,4.5,1563,FALSE
P00204,Nova Home Item 204,home,Nova,40.28,3.7,1553,FALSE
P00991,FreshNest Home Item 991,home,FreshNest,86.48,4.2,1552,FALSE
P00138,UrbanCo Grocery Item 138,grocery,UrbanCo,20.9,4.8,1550,FALSE
P00377,DailyPro Sports Item 377,sports,DailyPro,103.83,4.2,1548,FALSE
P00748,BrightLife Home Item 748,home,BrightLife,102.39,3.2,1545,FALSE
P00733,DailyPro Books Item 733,books,DailyPro,34.88,4,1542,FALSE
P00451,DailyPro Grocery Item 451,grocery,DailyPro,13.85,3.6,1541,FALSE
P00437,UrbanCo Home Item 437,home,UrbanCo,50.9,3.8,1531,FALSE
P00799,CoreLine Beauty Item 799,beauty,CoreLine,51.85,3.8,1531,FALSE
P00561,Apex Home Item 561,home,Apex,39.47,3.1,1518,FALSE
P00442,CoreLine Books Item 442,books,CoreLine,10.32,3.8,1510,FALSE
P00655,Apex Grocery Item 655,grocery,Apex,13.67,4.4,1509,FALSE
P00013,DailyPro Beauty Item 13,beauty,DailyPro,48.65,4.7,1496,FALSE
P00542,UrbanCo Toys Item 542,toys,UrbanCo,49.2,4.7,1485,FALSE
P00512,BrightLife Books Item 512,books,BrightLife,32.91,3.3,1484,FALSE
P00768,Apex Grocery Item 768,grocery,Apex,14.63,3.4,1479,FALSE
P00913,DailyPro Beauty Item 913,beauty,DailyPro,27.27,3.6,1476,FALSE
P00261,Apex Toys Item 261,toys,Apex,21.33,4.7,1474,FALSE
P00318,Nova Electronics Item 318,electronics,Nova,72.67,4.9,1474,FALSE
P00976,Apex Books Item 976,books,Apex,14.22,3.3,1466,FALSE
P00496,FreshNest Toys Item 496,toys,FreshNest,17.95,4.6,1464,FALSE
P00793,DailyPro Toys Item 793,toys,DailyPro,51.6,4,1463,FALSE
P00392,Nova Home Item 392,home,Nova,93.14,3.8,1452,FALSE
P00794,UrbanCo Books Item 794,books,UrbanCo,21.06,3.5,1451,FALSE
P00231,Zenith Sports Item 231,sports,Zenith,129.67,4.5,1444,FALSE
P00222,Zenith Electronics Item 222,electronics,Zenith,64.52,3.5,1437,FALSE
P00711,CoreLine Toys Item 711,toys,CoreLine,53.2,4.8,1437,FALSE
P00772,FreshNest Fashion Item 772,fashion,FreshNest,77.44,3.1,1433,FALSE
P00494,Apex Sports Item 494,sports,Apex,106.86,4.7,1433,FALSE
P00425,UrbanCo Beauty Item 425,beauty,UrbanCo,47.24,4.7,1425,FALSE
P00818,CoreLine Grocery Item 818,grocery,CoreLine,18.48,4.5,1416,FALSE
P00376,CoreLine Books Item 376,books,CoreLine,28.25,4.8,1416,FALSE
P00507,CoreLine Electronics Item 507,electronics,CoreLine,157.59,4.5,1407,FALSE
P00226,UrbanCo Books Item 226,books,UrbanCo,32.97,3.3,1404,FALSE
P00095,FreshNest Toys Item 95,toys,FreshNest,15.23,3.7,1400,FALSE
P00218,CoreLine Home Item 218,home,CoreLine,57.58,4.3,1387,FALSE
P00822,DailyPro Beauty Item 822,beauty,DailyPro,30.57,3.8,1381,FALSE
P00713,Apex Fashion Item 713,fashion,Apex,46.65,4.4,1380,FALSE
P00514,FreshNest Fashion Item 514,fashion,FreshNest,43.04,3.4,1379,FALSE
P00106,BrightLife Beauty Item 106,beauty,BrightLife,25.13,4.2,1378,FALSE
P00750,FreshNest Electronics Item 750,electronics,FreshNest,84.39,3.4,1373,FALSE
P00461,Nova Home Item 461,home,Nova,37.69,3.4,1373,FALSE
P00905,Apex Sports Item 905,sports,Apex,91.95,4.1,1370,FALSE
P00955,CoreLine Books Item 955,books,CoreLine,34.99,3.6,1368,FALSE
P00590,UrbanCo Sports Item 590,sports,UrbanCo,128.83,3.3,1367,FALSE
P00910,DailyPro Sports Item 910,sports,DailyPro,74.07,4.1,1364,FALSE
P00055,Apex Home Item 55,home,Apex,50.63,4.8,1356,FALSE
P00205,Nova Books Item 205,books,Nova,14.53,3.1,1353,FALSE
P00411,CoreLine Books Item 411,books,CoreLine,11.19,4.7,1351,FALSE
P00538,Nova Fashion Item 538,fashion,Nova,54.84,4.8,1349,FALSE
P00216,UrbanCo Home Item 216,home,UrbanCo,37.27,3.2,1342,FALSE
P00839,CoreLine Toys Item 839,toys,CoreLine,22.65,4.6,1341,FALSE
P00680,BrightLife Beauty Item 680,beauty,BrightLife,53.97,3.6,1341,FALSE
P00577,Apex Fashion Item 577,fashion,Apex,36.34,3.6,1339,FALSE
P00812,CoreLine Toys Item 812,toys,CoreLine,37.86,4,1335,FALSE
P00645,Zenith Beauty Item 645,beauty,Zenith,58.76,3.8,1334,FALSE
P00112,FreshNest Books Item 112,books,FreshNest,28.39,3.9,1323,FALSE
P00762,Zenith Toys Item 762,toys,Zenith,47.76,3.3,1320,FALSE
P00993,Apex Books Item 993,books,Apex,25.97,4,1306,FALSE
P00932,DailyPro Sports Item 932,sports,DailyPro,104.32,3.3,1303,FALSE
P00275,DailyPro Beauty Item 275,beauty,DailyPro,55.49,4.1,1299,FALSE
P00911,FreshNest Books Item 911,books,FreshNest,21.63,3.8,1295,FALSE
P00909,CoreLine Books Item 909,books,CoreLine,29.87,3.9,1294,FALSE
P00391,Apex Books Item 391,books,Apex,17.17,4.9,1291,FALSE
P00124,DailyPro Fashion Item 124,fashion,DailyPro,35.16,4,1289,FALSE
P00097,BrightLife Toys Item 97,toys,BrightLife,41.09,4.6,1288,FALSE
P00969,FreshNest Fashion Item 969,fashion,FreshNest,71.05,3.9,1282,FALSE
P00412,Zenith Electronics Item 412,electronics,Zenith,146.32,4.2,1273,FALSE
P00539,DailyPro Toys Item 539,toys,DailyPro,27.55,3.8,1273,FALSE
P00022,FreshNest Fashion Item 22,fashion,FreshNest,22.69,4.4,1271,FALSE
P00262,FreshNest Fashion Item 262,fashion,FreshNest,25.06,3.7,1271,FALSE
P00953,BrightLife Fashion Item 953,fashion,BrightLife,26.47,4.1,1270,FALSE
P00278,Nova Grocery Item 278,grocery,Nova,19.82,4.2,1267,FALSE
P00780,Apex Sports Item 780,sports,Apex,55.72,3.7,1263,FALSE
P00309,UrbanCo Fashion Item 309,fashion,UrbanCo,26.35,3.8,1262,FALSE
P00705,DailyPro Toys Item 705,toys,DailyPro,32.82,4.6,1261,FALSE
P00642,BrightLife Beauty Item 642,beauty,BrightLife,56.7,3.5,1241,FALSE
P00941,DailyPro Toys Item 941,toys,DailyPro,53.21,4,1236,FALSE
P00453,Nova Fashion Item 453,fashion,Nova,78.25,3.9,1232,FALSE
P00689,UrbanCo Electronics Item 689,electronics,UrbanCo,100.81,3.6,1219,FALSE
P00588,Apex Beauty Item 588,beauty,Apex,25.59,3,1210,FALSE
P00003,Nova Sports Item 3,sports,Nova,92.22,4.4,1208,FALSE
P00885,Nova Books Item 885,books,Nova,11.55,4.3,1208,FALSE
P00747,UrbanCo Electronics Item 747,electronics,UrbanCo,177.93,4.2,1206,FALSE
P00141,FreshNest Beauty Item 141,beauty,FreshNest,23.16,4.4,1203,FALSE
P00424,CoreLine Books Item 424,books,CoreLine,21.93,3.5,1194,FALSE
P00970,Apex Home Item 970,home,Apex,90.74,4.9,1191,FALSE
P00623,Zenith Beauty Item 623,beauty,Zenith,30.26,4,1191,FALSE
P00085,CoreLine Home Item 85,home,CoreLine,47.07,4.6,1190,FALSE
P00989,BrightLife Beauty Item 989,beauty,BrightLife,41.48,4,1190,FALSE
P00094,CoreLine Toys Item 94,toys,CoreLine,50.29,4.2,1189,FALSE
P00988,UrbanCo Toys Item 988,toys,UrbanCo,26.42,3.3,1186,FALSE
P00478,CoreLine Toys Item 478,toys,CoreLine,22.24,4.3,1182,FALSE
P00985,Apex Fashion Item 985,fashion,Apex,61.82,4.2,1176,FALSE
P00883,Nova Sports Item 883,sports,Nova,131.96,4.2,1173,FALSE
P00621,Nova Toys Item 621,toys,Nova,30.44,4.8,1172,FALSE
P00350,Zenith Sports Item 350,sports,Zenith,112.69,4.4,1171,FALSE
P00669,UrbanCo Electronics Item 669,electronics,UrbanCo,161.96,3,1170,FALSE
P00029,DailyPro Toys Item 29,toys,DailyPro,51.23,4.5,1170,FALSE
P00862,BrightLife Fashion Item 862,fashion,BrightLife,39.28,4.1,1164,FALSE
P00084,FreshNest Toys Item 84,toys,FreshNest,30.59,3.3,1163,FALSE
P00562,Apex Sports Item 562,sports,Apex,56.82,3.8,1159,FALSE
P00928,UrbanCo Sports Item 928,sports,UrbanCo,63.46,3.9,1154,FALSE
P00109,UrbanCo Sports Item 109,sports,UrbanCo,105.48,3.6,1152,FALSE
P00944,CoreLine Grocery Item 944,grocery,CoreLine,22.02,3,1152,FALSE
P00727,DailyPro Sports Item 727,sports,DailyPro,66.18,3.4,1147,FALSE
P00636,Nova Toys Item 636,toys,Nova,48.72,4.9,1146,FALSE
P00348,BrightLife Books Item 348,books,BrightLife,27.57,4.7,1141,FALSE
P00462,FreshNest Sports Item 462,sports,FreshNest,73.98,3.9,1138,FALSE
P00296,CoreLine Home Item 296,home,CoreLine,58.34,4.6,1137,FALSE
P00948,UrbanCo Fashion Item 948,fashion,UrbanCo,65.2,4,1133,FALSE
P00187,Apex Home Item 187,home,Apex,88.82,3.5,1128,FALSE
P00143,Zenith Books Item 143,books,Zenith,10.67,3.5,1121,FALSE
P00540,UrbanCo Beauty Item 540,beauty,UrbanCo,43.5,3.2,1118,FALSE
P00081,UrbanCo Books Item 81,books,UrbanCo,31.28,4.5,1117,FALSE
P00706,CoreLine Home Item 706,home,CoreLine,33.63,4.3,1115,FALSE
P00011,BrightLife Grocery Item 11,grocery,BrightLife,10.67,3.7,1109,FALSE
P00773,UrbanCo Sports Item 773,sports,UrbanCo,63.27,3.5,1104,FALSE
P00080,Apex Grocery Item 80,grocery,Apex,20.35,3.6,1090,FALSE
P00898,Nova Home Item 898,home,Nova,74.54,4.7,1072,FALSE
P00808,FreshNest Fashion Item 808,fashion,FreshNest,48.18,3.4,1069,FALSE
P00644,BrightLife Toys Item 644,toys,BrightLife,41.55,4.4,1065,FALSE
P00810,Apex Sports Item 810,sports,Apex,103.22,3.7,1064,FALSE
P00212,UrbanCo Toys Item 212,toys,UrbanCo,45.93,3.2,1063,FALSE
